region,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
East of England,2020-02-28,estimate,1,1,0,1,1,1,1,1,1
East of England,2020-02-29,estimate,1,1,0,1,1,1,1,1,1
East of England,2020-03-01,estimate,2,2,0,2,2,2,2,2,3
East of England,2020-03-02,estimate,4,4,0,4,4,4,4,4,5
East of England,2020-03-03,estimate,6,6,1,6,6,5,6,5,7
East of England,2020-03-04,estimate,9,9,1,9,9,8,9,7,11
East of England,2020-03-05,estimate,12,12,1,12,12,11,13,10,14
East of England,2020-03-06,estimate,16,16,2,16,17,15,17,14,19
East of England,2020-03-07,estimate,21,22,2,21,22,20,23,18,25
East of England,2020-03-08,estimate,25,25,2,24,25,23,27,21,30
East of England,2020-03-09,estimate,30,30,3,30,31,28,32,25,35
East of England,2020-03-10,estimate,35,35,3,33,35,33,37,30,41
East of England,2020-03-11,estimate,42,42,4,41,42,39,44,36,49
East of England,2020-03-12,estimate,49,50,5,48,50,46,53,42,58
East of England,2020-03-13,estimate,55,55,5,54,57,51,58,46,64
East of England,2020-03-14,estimate,61,61,6,59,62,57,65,52,71
East of England,2020-03-15,estimate,66,66,6,62,65,61,70,55,76
East of England,2020-03-16,estimate,73,73,7,70,74,67,77,61,85
East of England,2020-03-17,estimate,77,77,8,74,78,71,82,65,91
East of England,2020-03-18,estimate,83,84,8,81,85,77,88,70,98
East of England,2020-03-19,estimate,81,81,6,78,81,76,84,71,91
East of England,2020-03-20,estimate,85,85,8,82,85,79,88,73,97
East of England,2020-03-21,estimate,88,89,9,85,89,82,92,76,102
East of England,2020-03-22,estimate,91,92,9,87,91,84,95,77,107
East of England,2020-03-23,estimate,94,95,10,89,93,85,98,79,110
East of England,2020-03-24,estimate,96,97,10,91,96,87,101,80,113
East of England,2020-03-25,estimate,97,98,11,93,98,89,103,81,115
East of England,2020-03-26,estimate,98,99,11,93,98,91,105,83,117
East of England,2020-03-27,estimate,99,100,10,94,99,91,105,82,116
East of England,2020-03-28,estimate,99,99,10,95,100,90,104,83,115
East of England,2020-03-29,estimate,98,99,10,94,99,90,103,82,114
East of England,2020-03-30,estimate,96,97,9,92,96,88,100,82,112
East of England,2020-03-31,estimate,94,95,9,92,96,87,99,80,109
East of England,2020-04-01,estimate,92,93,9,88,92,85,96,78,106
East of England,2020-04-02,estimate,89,90,8,88,92,83,93,76,103
East of England,2020-04-03,estimate,86,87,8,84,88,81,91,73,99
East of England,2020-04-04,estimate,83,84,8,82,86,77,87,71,96
East of England,2020-04-05,estimate,80,80,8,78,82,74,84,68,92
East of England,2020-04-06,estimate,77,77,7,74,78,71,80,65,88
East of England,2020-04-07,estimate,73,73,7,71,74,68,77,61,85
East of England,2020-04-08,estimate,70,70,7,69,73,65,74,59,82
East of England,2020-04-09,estimate,67,67,7,66,69,62,71,56,78
East of England,2020-04-10,estimate,64,64,7,62,65,59,67,53,74
East of England,2020-04-11,estimate,61,61,6,59,62,56,65,49,71
East of England,2020-04-12,estimate,58,58,6,56,59,53,62,48,69
East of England,2020-04-13,estimate,56,56,6,53,56,51,59,46,66
East of England,2020-04-14,estimate,53,53,6,51,54,49,57,44,63
East of England,2020-04-15,estimate,51,51,6,49,52,47,55,41,60
East of England,2020-04-16,estimate,49,49,5,47,50,45,52,40,58
East of England,2020-04-17,estimate,47,47,5,46,48,43,50,38,56
East of England,2020-04-18,estimate,46,46,5,44,46,42,49,37,54
East of England,2020-04-19,estimate,44,44,5,43,46,41,47,36,52
East of England,2020-04-20,estimate,43,43,5,41,44,39,45,35,50
East of England,2020-04-21,estimate,41,41,4,39,42,38,44,34,49
East of England,2020-04-22,estimate,40,40,4,39,41,37,43,33,47
East of England,2020-04-23,estimate,39,39,4,37,39,36,41,33,46
East of England,2020-04-24,estimate,38,38,4,36,37,35,40,32,45
East of England,2020-04-25,estimate,37,37,4,35,37,34,39,31,44
East of England,2020-04-26,estimate,36,36,4,35,36,33,38,30,42
East of England,2020-04-27,estimate,35,35,4,33,35,32,37,29,41
East of England,2020-04-28,estimate,34,34,4,33,34,31,36,28,40
East of England,2020-04-29,estimate,33,33,4,32,33,31,35,27,39
East of England,2020-04-30,estimate,32,32,3,31,33,29,34,27,38
East of England,2020-05-01,estimate,31,31,3,28,30,28,32,25,36
East of England,2020-05-02,estimate,30,30,3,27,29,27,32,25,35
East of England,2020-05-03,estimate,29,29,3,27,28,26,30,23,34
East of England,2020-05-04,estimate,27,28,3,26,27,25,29,23,33
East of England,2020-05-05,estimate,26,27,3,25,27,24,28,22,32
East of England,2020-05-06,estimate,25,26,3,24,25,23,27,21,30
East of England,2020-05-07,estimate,24,24,3,23,24,22,26,20,29
East of England,2020-05-08,estimate,23,23,3,22,23,21,24,19,27
East of England,2020-05-09,estimate,22,22,3,21,22,20,23,18,26
East of England,2020-05-10,estimate,21,21,2,20,21,19,22,17,25
East of England,2020-05-11,estimate,20,20,2,19,20,18,21,16,24
