region,date,type,median,lower_90,upper_90,lower_50,upper_50
England,2020-05-15,estimate,1212,633,1973,769,1333
England,2020-05-16,estimate,1132,542,1805,794,1313
England,2020-05-17,estimate,888,439,1438,644,1035
England,2020-05-18,estimate,686,310,1074,503,793
England,2020-05-19,estimate,828,369,1309,599,978
England,2020-05-20,estimate,704,313,1097,494,806
England,2020-05-21,estimate,860,425,1363,622,1001
England,2020-05-22,estimate,864,386,1328,608,992
England,2020-05-23,estimate,820,403,1318,583,940
England,2020-05-24,estimate,620,271,973,423,704
England,2020-05-25,estimate,480,216,741,334,547
England,2020-05-26,estimate,577,282,910,422,672
England,2020-05-27,estimate,492,228,784,359,575
England,2020-05-28,estimate,598,257,920,450,707
England,2020-05-29,estimate,600,287,973,413,689
England,2020-05-30,estimate,560,263,893,407,668
England,2020-05-31,estimate,429,203,685,294,494
England,2020-06-01,estimate,331,138,515,226,373
England,2020-06-02,estimate,407,207,656,290,464
England,2020-06-03,estimate,346,159,555,241,395
England,2020-06-04,estimate,423,200,666,281,469
England,2020-06-05,estimate,441,202,677,297,497
England,2020-06-06,estimate,414,212,679,292,471
England,2020-06-07,estimate,316,138,512,217,360
England,2020-06-08,estimate,244,100,381,165,273
England,2020-06-09,estimate,299,133,463,204,341
England,2020-06-10,estimate,262,110,407,189,304
England,2020-06-11,estimate,314,150,494,223,364
England,2020-06-12,estimate,320,146,515,222,368
England,2020-06-13,estimate,312,158,498,202,341
England,2020-06-14,estimate,241,110,376,162,273
England,2020-06-15,estimate,187,90,303,131,217
England,2020-06-16,estimate,230,92,366,162,270
England,2020-06-17,estimate,205,90,326,138,233
England,2020-06-18,estimate,252,128,416,171,284
England,2020-06-19,estimate,265,125,421,179,297
England,2020-06-20,estimate,261,120,421,176,295
England,2020-06-21,estimate,203,98,328,137,232
England,2020-06-22,estimate,166,79,270,108,182
England,2020-06-23,estimate,212,101,338,150,245
England,2020-06-24,estimate,197,87,314,126,218
England,2020-06-25,estimate,249,106,395,175,285
England,2020-06-26,estimate,273,128,433,204,324
England,2020-06-27,estimate,286,137,456,194,325
England,2020-06-28,estimate,236,109,386,155,259
England,2020-06-29,estimate,198,90,314,138,228
England,2020-06-30,estimate,273,132,439,198,322
England,2020-07-01,estimate,262,112,413,183,302
England,2020-07-02,estimate,353,176,577,235,396
England,2020-07-03,estimate,398,194,634,260,438
England,2020-07-04,estimate,429,196,677,336,526
England,2020-07-05,estimate,361,180,575,266,432
England,2020-07-06,estimate,307,136,486,206,353
England,2020-07-07,estimate,423,184,669,296,486
England,2020-07-08,estimate,401,182,643,277,455
England,2020-07-09,estimate,527,262,857,389,622
England,2020-07-10,estimate,597,296,962,437,709
England,2020-07-11,estimate,624,310,993,436,709
England,2020-07-12,estimate,503,233,802,339,566
England,2020-07-13,estimate,420,194,667,290,480
England,2020-07-14,estimate,556,280,905,373,621
England,2020-07-15,estimate,507,215,806,320,553
England,2020-07-16,estimate,658,285,1025,433,731
England,2020-07-17,estimate,712,315,1111,509,836
England,2020-07-18,estimate,724,352,1175,531,858
England,2020-07-19,estimate,577,286,921,434,683
England,2020-07-20,estimate,472,231,764,315,524
England,2020-07-21,estimate,614,292,953,412,690
England,2020-07-22,estimate,542,254,860,353,602
England,2020-07-23,estimate,702,313,1103,471,787
England,2020-07-24,estimate,754,351,1187,530,861
England,2020-07-25,estimate,765,372,1245,486,839
England,2020-07-26,estimate,606,286,978,437,712
England,2020-07-27,estimate,507,234,821,369,599
England,2020-07-28,estimate,651,317,1040,476,770
England,2020-07-29,estimate,593,275,935,409,689
England,2020-07-30,estimate,776,379,1199,581,914
England,2020-07-31,estimate,815,421,1376,588,961
England,2020-08-01,estimate,858,392,1336,606,995
England,2020-08-02,estimate,686,321,1099,493,813
