region,date,confirm
England,2020-02-01,0
Northern Ireland,2020-02-01,0
Scotland,2020-02-01,0
Wales,2020-02-01,0
East of England,2020-02-01,
London,2020-02-01,
Midlands,2020-02-01,
North East and Yorkshire,2020-02-01,
North West,2020-02-01,
South East,2020-02-01,
South West,2020-02-01,
England,2020-02-02,0
Northern Ireland,2020-02-02,0
Scotland,2020-02-02,0
Wales,2020-02-02,0
East of England,2020-02-02,
London,2020-02-02,
Midlands,2020-02-02,
North East and Yorkshire,2020-02-02,
North West,2020-02-02,
South East,2020-02-02,
South West,2020-02-02,
England,2020-02-03,0
Northern Ireland,2020-02-03,0
Scotland,2020-02-03,0
Wales,2020-02-03,0
East of England,2020-02-03,
London,2020-02-03,
Midlands,2020-02-03,
North East and Yorkshire,2020-02-03,
North West,2020-02-03,
South East,2020-02-03,
South West,2020-02-03,
England,2020-02-04,0
Northern Ireland,2020-02-04,0
Scotland,2020-02-04,0
Wales,2020-02-04,0
East of England,2020-02-04,
London,2020-02-04,
Midlands,2020-02-04,
North East and Yorkshire,2020-02-04,
North West,2020-02-04,
South East,2020-02-04,
South West,2020-02-04,
England,2020-02-05,0
Northern Ireland,2020-02-05,0
Scotland,2020-02-05,0
Wales,2020-02-05,0
East of England,2020-02-05,
London,2020-02-05,
Midlands,2020-02-05,
North East and Yorkshire,2020-02-05,
North West,2020-02-05,
South East,2020-02-05,
South West,2020-02-05,
England,2020-02-06,0
Northern Ireland,2020-02-06,0
Scotland,2020-02-06,0
Wales,2020-02-06,0
East of England,2020-02-06,
London,2020-02-06,
Midlands,2020-02-06,
North East and Yorkshire,2020-02-06,
North West,2020-02-06,
South East,2020-02-06,
South West,2020-02-06,
England,2020-02-07,0
Northern Ireland,2020-02-07,0
Scotland,2020-02-07,0
Wales,2020-02-07,0
East of England,2020-02-07,
London,2020-02-07,
Midlands,2020-02-07,
North East and Yorkshire,2020-02-07,
North West,2020-02-07,
South East,2020-02-07,
South West,2020-02-07,
England,2020-02-08,0
Northern Ireland,2020-02-08,0
Scotland,2020-02-08,0
Wales,2020-02-08,0
East of England,2020-02-08,
London,2020-02-08,
Midlands,2020-02-08,
North East and Yorkshire,2020-02-08,
North West,2020-02-08,
South East,2020-02-08,
South West,2020-02-08,
England,2020-02-09,0
Northern Ireland,2020-02-09,0
Scotland,2020-02-09,0
Wales,2020-02-09,0
East of England,2020-02-09,
London,2020-02-09,
Midlands,2020-02-09,
North East and Yorkshire,2020-02-09,
North West,2020-02-09,
South East,2020-02-09,
South West,2020-02-09,
England,2020-02-10,0
Northern Ireland,2020-02-10,0
Scotland,2020-02-10,0
Wales,2020-02-10,0
East of England,2020-02-10,
London,2020-02-10,
Midlands,2020-02-10,
North East and Yorkshire,2020-02-10,
North West,2020-02-10,
South East,2020-02-10,
South West,2020-02-10,
England,2020-02-11,0
Northern Ireland,2020-02-11,0
Scotland,2020-02-11,0
Wales,2020-02-11,0
East of England,2020-02-11,
London,2020-02-11,
Midlands,2020-02-11,
North East and Yorkshire,2020-02-11,
North West,2020-02-11,
South East,2020-02-11,
South West,2020-02-11,
England,2020-02-12,0
Northern Ireland,2020-02-12,0
Scotland,2020-02-12,0
Wales,2020-02-12,0
East of England,2020-02-12,
London,2020-02-12,
Midlands,2020-02-12,
North East and Yorkshire,2020-02-12,
North West,2020-02-12,
South East,2020-02-12,
South West,2020-02-12,
England,2020-02-13,0
Northern Ireland,2020-02-13,0
Scotland,2020-02-13,0
Wales,2020-02-13,0
East of England,2020-02-13,
London,2020-02-13,
Midlands,2020-02-13,
North East and Yorkshire,2020-02-13,
North West,2020-02-13,
South East,2020-02-13,
South West,2020-02-13,
England,2020-02-14,0
Northern Ireland,2020-02-14,0
Scotland,2020-02-14,0
Wales,2020-02-14,0
East of England,2020-02-14,
London,2020-02-14,
Midlands,2020-02-14,
North East and Yorkshire,2020-02-14,
North West,2020-02-14,
South East,2020-02-14,
South West,2020-02-14,
England,2020-02-15,0
Northern Ireland,2020-02-15,0
Scotland,2020-02-15,0
Wales,2020-02-15,0
East of England,2020-02-15,
London,2020-02-15,
Midlands,2020-02-15,
North East and Yorkshire,2020-02-15,
North West,2020-02-15,
South East,2020-02-15,
South West,2020-02-15,
England,2020-02-16,0
Northern Ireland,2020-02-16,0
Scotland,2020-02-16,0
Wales,2020-02-16,0
East of England,2020-02-16,
London,2020-02-16,
Midlands,2020-02-16,
North East and Yorkshire,2020-02-16,
North West,2020-02-16,
South East,2020-02-16,
South West,2020-02-16,
England,2020-02-17,0
Northern Ireland,2020-02-17,0
Scotland,2020-02-17,0
Wales,2020-02-17,0
East of England,2020-02-17,
London,2020-02-17,
Midlands,2020-02-17,
North East and Yorkshire,2020-02-17,
North West,2020-02-17,
South East,2020-02-17,
South West,2020-02-17,
England,2020-02-18,0
Northern Ireland,2020-02-18,0
Scotland,2020-02-18,0
Wales,2020-02-18,0
East of England,2020-02-18,
London,2020-02-18,
Midlands,2020-02-18,
North East and Yorkshire,2020-02-18,
North West,2020-02-18,
South East,2020-02-18,
South West,2020-02-18,
England,2020-02-19,0
Northern Ireland,2020-02-19,0
Scotland,2020-02-19,0
Wales,2020-02-19,0
East of England,2020-02-19,
London,2020-02-19,
Midlands,2020-02-19,
North East and Yorkshire,2020-02-19,
North West,2020-02-19,
South East,2020-02-19,
South West,2020-02-19,
England,2020-02-20,0
Northern Ireland,2020-02-20,0
Scotland,2020-02-20,0
Wales,2020-02-20,0
East of England,2020-02-20,
London,2020-02-20,
Midlands,2020-02-20,
North East and Yorkshire,2020-02-20,
North West,2020-02-20,
South East,2020-02-20,
South West,2020-02-20,
England,2020-02-21,0
Northern Ireland,2020-02-21,0
Scotland,2020-02-21,0
Wales,2020-02-21,0
East of England,2020-02-21,
London,2020-02-21,
Midlands,2020-02-21,
North East and Yorkshire,2020-02-21,
North West,2020-02-21,
South East,2020-02-21,
South West,2020-02-21,
England,2020-02-22,0
Northern Ireland,2020-02-22,0
Scotland,2020-02-22,0
Wales,2020-02-22,0
East of England,2020-02-22,
London,2020-02-22,
Midlands,2020-02-22,
North East and Yorkshire,2020-02-22,
North West,2020-02-22,
South East,2020-02-22,
South West,2020-02-22,
England,2020-02-23,0
Northern Ireland,2020-02-23,0
Scotland,2020-02-23,0
Wales,2020-02-23,0
East of England,2020-02-23,
London,2020-02-23,
Midlands,2020-02-23,
North East and Yorkshire,2020-02-23,
North West,2020-02-23,
South East,2020-02-23,
South West,2020-02-23,
England,2020-02-24,0
Northern Ireland,2020-02-24,0
Scotland,2020-02-24,0
Wales,2020-02-24,0
East of England,2020-02-24,
London,2020-02-24,
Midlands,2020-02-24,
North East and Yorkshire,2020-02-24,
North West,2020-02-24,
South East,2020-02-24,
South West,2020-02-24,
England,2020-02-25,0
Northern Ireland,2020-02-25,0
Scotland,2020-02-25,0
Wales,2020-02-25,0
East of England,2020-02-25,
London,2020-02-25,
Midlands,2020-02-25,
North East and Yorkshire,2020-02-25,
North West,2020-02-25,
South East,2020-02-25,
South West,2020-02-25,
England,2020-02-26,0
Northern Ireland,2020-02-26,0
Scotland,2020-02-26,0
Wales,2020-02-26,0
East of England,2020-02-26,
London,2020-02-26,
Midlands,2020-02-26,
North East and Yorkshire,2020-02-26,
North West,2020-02-26,
South East,2020-02-26,
South West,2020-02-26,
England,2020-02-27,0
Northern Ireland,2020-02-27,0
Scotland,2020-02-27,0
Wales,2020-02-27,0
East of England,2020-02-27,
London,2020-02-27,
Midlands,2020-02-27,
North East and Yorkshire,2020-02-27,
North West,2020-02-27,
South East,2020-02-27,
South West,2020-02-27,
England,2020-02-28,0
Northern Ireland,2020-02-28,0
Scotland,2020-02-28,0
Wales,2020-02-28,0
East of England,2020-02-28,
London,2020-02-28,
Midlands,2020-02-28,
North East and Yorkshire,2020-02-28,
North West,2020-02-28,
South East,2020-02-28,
South West,2020-02-28,
England,2020-02-29,0
Northern Ireland,2020-02-29,0
Scotland,2020-02-29,0
Wales,2020-02-29,0
East of England,2020-02-29,
London,2020-02-29,
Midlands,2020-02-29,
North East and Yorkshire,2020-02-29,
North West,2020-02-29,
South East,2020-02-29,
South West,2020-02-29,
England,2020-03-01,0
Northern Ireland,2020-03-01,0
Scotland,2020-03-01,0
Wales,2020-03-01,0
East of England,2020-03-01,
London,2020-03-01,
Midlands,2020-03-01,
North East and Yorkshire,2020-03-01,
North West,2020-03-01,
South East,2020-03-01,
South West,2020-03-01,
England,2020-03-02,0
Northern Ireland,2020-03-02,0
Scotland,2020-03-02,0
Wales,2020-03-02,0
East of England,2020-03-02,1
London,2020-03-02,
Midlands,2020-03-02,
North East and Yorkshire,2020-03-02,
North West,2020-03-02,
South East,2020-03-02,
South West,2020-03-02,
England,2020-03-03,0
Northern Ireland,2020-03-03,0
Scotland,2020-03-03,0
Wales,2020-03-03,0
East of England,2020-03-03,
London,2020-03-03,
Midlands,2020-03-03,
North East and Yorkshire,2020-03-03,
North West,2020-03-03,
South East,2020-03-03,1
South West,2020-03-03,
England,2020-03-04,0
Northern Ireland,2020-03-04,0
Scotland,2020-03-04,0
Wales,2020-03-04,0
East of England,2020-03-04,
London,2020-03-04,
Midlands,2020-03-04,
North East and Yorkshire,2020-03-04,
North West,2020-03-04,
South East,2020-03-04,
South West,2020-03-04,
England,2020-03-05,0
Northern Ireland,2020-03-05,0
Scotland,2020-03-05,0
Wales,2020-03-05,0
East of England,2020-03-05,
London,2020-03-05,
Midlands,2020-03-05,
North East and Yorkshire,2020-03-05,
North West,2020-03-05,
South East,2020-03-05,2
South West,2020-03-05,
England,2020-03-06,1
Northern Ireland,2020-03-06,0
Scotland,2020-03-06,0
Wales,2020-03-06,0
East of England,2020-03-06,
London,2020-03-06,
Midlands,2020-03-06,
North East and Yorkshire,2020-03-06,
North West,2020-03-06,
South East,2020-03-06,
South West,2020-03-06,
England,2020-03-07,1
Northern Ireland,2020-03-07,0
Scotland,2020-03-07,0
Wales,2020-03-07,0
East of England,2020-03-07,
London,2020-03-07,
Midlands,2020-03-07,
North East and Yorkshire,2020-03-07,
North West,2020-03-07,
South East,2020-03-07,
South West,2020-03-07,
England,2020-03-08,0
Northern Ireland,2020-03-08,0
Scotland,2020-03-08,0
Wales,2020-03-08,0
East of England,2020-03-08,
London,2020-03-08,
Midlands,2020-03-08,
North East and Yorkshire,2020-03-08,
North West,2020-03-08,1
South East,2020-03-08,1
South West,2020-03-08,
England,2020-03-09,1
Northern Ireland,2020-03-09,0
Scotland,2020-03-09,0
Wales,2020-03-09,0
East of England,2020-03-09,1
London,2020-03-09,2
Midlands,2020-03-09,
North East and Yorkshire,2020-03-09,
North West,2020-03-09,
South East,2020-03-09,1
South West,2020-03-09,1
England,2020-03-10,4
Northern Ireland,2020-03-10,0
Scotland,2020-03-10,0
Wales,2020-03-10,0
East of England,2020-03-10,
London,2020-03-10,1
Midlands,2020-03-10,
North East and Yorkshire,2020-03-10,
North West,2020-03-10,
South East,2020-03-10,1
South West,2020-03-10,
England,2020-03-11,0
Northern Ireland,2020-03-11,0
Scotland,2020-03-11,0
Wales,2020-03-11,0
East of England,2020-03-11,
London,2020-03-11,4
Midlands,2020-03-11,
North East and Yorkshire,2020-03-11,
North West,2020-03-11,1
South East,2020-03-11,1
South West,2020-03-11,1
England,2020-03-12,2
Northern Ireland,2020-03-12,0
Scotland,2020-03-12,0
Wales,2020-03-12,0
East of England,2020-03-12,
London,2020-03-12,6
Midlands,2020-03-12,5
North East and Yorkshire,2020-03-12,
