region,date,confirm
England,2020-03-19,67
East of England,2020-03-19,5
London,2020-03-19,25
Midlands,2020-03-19,12
North East and Yorkshire,2020-03-19,2
North West,2020-03-19,10
South East,2020-03-19,8
South West,2020-03-19,4
England,2020-03-20,102
East of England,2020-03-20,2
London,2020-03-20,45
Midlands,2020-03-20,23
North East and Yorkshire,2020-03-20,5
North West,2020-03-20,9
South East,2020-03-20,15
South West,2020-03-20,3
England,2020-03-21,117
East of England,2020-03-21,9
London,2020-03-21,47
Midlands,2020-03-21,17
North East and Yorkshire,2020-03-21,5
North West,2020-03-21,13
South East,2020-03-21,14
South West,2020-03-21,8
England,2020-03-22,155
East of England,2020-03-22,13
London,2020-03-22,53
Midlands,2020-03-22,35
North East and Yorkshire,2020-03-22,8
North West,2020-03-22,12
South East,2020-03-22,28
South West,2020-03-22,6
England,2020-03-23,173
East of England,2020-03-23,13
London,2020-03-23,56
Midlands,2020-03-23,38
North East and Yorkshire,2020-03-23,10
North West,2020-03-23,21
South East,2020-03-23,24
South West,2020-03-23,9
England,2020-03-24,219
East of England,2020-03-24,21
London,2020-03-24,88
Midlands,2020-03-24,39
North East and Yorkshire,2020-03-24,8
North West,2020-03-24,22
South East,2020-03-24,30
South West,2020-03-24,6
England,2020-03-25,278
East of England,2020-03-25,22
London,2020-03-25,116
Midlands,2020-03-25,51
North East and Yorkshire,2020-03-25,14
North West,2020-03-25,23
South East,2020-03-25,40
South West,2020-03-25,10
England,2020-03-26,335
East of England,2020-03-26,35
London,2020-03-26,121
Midlands,2020-03-26,69
North East and Yorkshire,2020-03-26,21
North West,2020-03-26,32
South East,2020-03-26,44
South West,2020-03-26,11
England,2020-03-27,374
East of England,2020-03-27,40
London,2020-03-27,126
Midlands,2020-03-27,74
North East and Yorkshire,2020-03-27,31
North West,2020-03-27,40
South East,2020-03-27,47
South West,2020-03-27,13
England,2020-03-28,385
East of England,2020-03-28,37
London,2020-03-28,120
Midlands,2020-03-28,95
North East and Yorkshire,2020-03-28,31
North West,2020-03-28,38
South East,2020-03-28,38
South West,2020-03-28,23
England,2020-03-29,466
East of England,2020-03-29,49
London,2020-03-29,141
Midlands,2020-03-29,96
North East and Yorkshire,2020-03-29,38
North West,2020-03-29,46
South East,2020-03-29,62
South West,2020-03-29,24
England,2020-03-30,537
East of England,2020-03-30,49
London,2020-03-30,150
Midlands,2020-03-30,100
North East and Yorkshire,2020-03-30,64
North West,2020-03-30,72
South East,2020-03-30,68
South West,2020-03-30,28
England,2020-03-31,603
East of England,2020-03-31,73
London,2020-03-31,178
Midlands,2020-03-31,127
North East and Yorkshire,2020-03-31,62
North West,2020-03-31,63
South East,2020-03-31,70
South West,2020-03-31,26
England,2020-04-01,697
East of England,2020-04-01,74
London,2020-04-01,189
Midlands,2020-04-01,152
North East and Yorkshire,2020-04-01,75
North West,2020-04-01,93
South East,2020-04-01,85
South West,2020-04-01,24
England,2020-04-02,732
East of England,2020-04-02,70
London,2020-04-02,195
Midlands,2020-04-02,162
North East and Yorkshire,2020-04-02,75
North West,2020-04-02,112
South East,2020-04-02,79
South West,2020-04-02,31
England,2020-04-03,744
East of England,2020-04-03,86
London,2020-04-03,190
Midlands,2020-04-03,139
North East and Yorkshire,2020-04-03,96
North West,2020-04-03,111
South East,2020-04-03,84
South West,2020-04-03,32
England,2020-04-04,837
East of England,2020-04-04,71
London,2020-04-04,225
Midlands,2020-04-04,159
North East and Yorkshire,2020-04-04,115
North West,2020-04-04,102
South East,2020-04-04,113
South West,2020-04-04,41
England,2020-04-05,830
East of England,2020-04-05,90
London,2020-04-05,196
Midlands,2020-04-05,178
North East and Yorkshire,2020-04-05,97
North West,2020-04-05,120
South East,2020-04-05,104
South West,2020-04-05,37
England,2020-04-06,805
East of England,2020-04-06,76
London,2020-04-06,195
Midlands,2020-04-06,168
North East and Yorkshire,2020-04-06,99
North West,2020-04-06,109
South East,2020-04-06,104
South West,2020-04-06,42
England,2020-04-07,910
East of England,2020-04-07,111
London,2020-04-07,222
