region,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
East of England,2020-03-19,estimate,14,15,6,12,14,9,16,5,23
East of England,2020-03-20,estimate,18,18,7,12,15,12,20,7,28
East of England,2020-03-21,estimate,19,20,7,13,16,11,20,7,30
East of England,2020-03-22,estimate,24,25,9,21,24,14,25,9,37
East of England,2020-03-23,estimate,27,28,10,20,24,17,29,11,42
East of England,2020-03-24,estimate,33,34,11,26,31,24,38,16,51
East of England,2020-03-25,estimate,38,39,13,28,34,27,43,19,60
East of England,2020-03-26,estimate,39,40,14,29,35,25,42,16,59
East of England,2020-03-27,estimate,44,46,15,31,38,32,50,21,68
East of England,2020-03-28,estimate,45,46,15,33,40,31,50,24,70
East of England,2020-03-29,estimate,51,52,17,38,46,39,60,24,78
East of England,2020-03-30,estimate,54,55,18,40,48,39,61,28,83
East of England,2020-03-31,estimate,61,63,20,49,58,44,69,31,93
East of England,2020-04-01,estimate,67,70,22,52,62,46,74,36,104
East of England,2020-04-02,estimate,66,68,21,52,62,46,73,31,98
East of England,2020-04-03,estimate,70,73,24,57,67,51,80,33,108
East of England,2020-04-04,estimate,67,69,22,52,62,44,72,34,103
East of England,2020-04-05,estimate,74,77,24,58,69,52,83,35,112
East of England,2020-04-06,estimate,75,78,25,60,71,52,83,39,115
East of England,2020-04-07,estimate,83,85,27,65,77,60,93,40,125
East of England,2020-04-08,estimate,87,89,28,74,87,62,98,43,133
East of England,2020-04-09,estimate,82,85,26,63,75,55,89,39,122
East of England,2020-04-10,estimate,84,87,28,72,84,60,94,39,125
East of England,2020-04-11,estimate,78,81,26,61,73,55,88,37,118
East of England,2020-04-12,estimate,84,87,27,64,77,59,94,44,130
East of England,2020-04-13,estimate,82,85,26,66,78,57,91,38,122
East of England,2020-04-14,estimate,88,91,28,73,85,62,98,44,133
East of England,2020-04-15,estimate,89,92,29,72,85,63,100,40,134
East of England,2020-04-16,estimate,81,84,27,64,76,56,89,41,125
East of England,2020-04-17,estimate,82,85,27,68,80,58,92,40,124
East of England,2020-04-18,estimate,74,76,24,60,71,54,84,36,111
East of England,2020-04-19,estimate,77,80,26,62,73,55,86,36,116
East of England,2020-04-20,estimate,74,77,24,59,70,54,84,37,113
East of England,2020-04-21,estimate,77,80,26,62,73,56,87,39,119
East of England,2020-04-22,estimate,77,80,25,62,73,55,86,39,117
East of England,2020-04-23,estimate,69,72,23,56,66,46,75,32,104
East of England,2020-04-24,estimate,69,71,23,53,63,46,74,33,104
East of England,2020-04-25,estimate,61,64,21,48,57,42,67,30,95
East of England,2020-04-26,estimate,64,65,21,47,57,42,69,31,96
East of England,2020-04-27,estimate,60,62,20,51,60,42,67,31,94
East of England,2020-04-28,estimate,62,65,21,50,59,42,68,30,97
East of England,2020-04-29,estimate,62,64,21,56,65,45,70,27,92
East of England,2020-04-30,estimate,55,57,19,39,48,37,61,27,85
East of England,2020-05-01,estimate,54,56,19,43,51,37,60,25,82
East of England,2020-05-02,estimate,48,49,17,40,47,32,52,23,74
East of England,2020-05-03,estimate,49,51,17,37,44,32,53,22,75
East of England,2020-05-04,estimate,47,49,16,37,44,33,53,22,72
East of England,2020-05-05,estimate,48,50,17,38,45,35,55,23,75
East of England,2020-05-06,estimate,48,49,17,36,43,33,53,22,74
East of England,2020-05-07,estimate,42,44,15,35,41,32,50,18,65
East of England,2020-05-08,estimate,42,44,15,33,39,31,48,19,65
East of England,2020-05-09,estimate,37,39,13,27,33,25,41,17,58
East of England,2020-05-10,estimate,39,40,13,30,36,27,44,18,60
East of England,2020-05-11,estimate,37,38,13,25,31,24,40,18,58
East of England,2020-05-12,estimate,38,39,13,28,34,26,42,15,58
East of England,2020-05-13,estimate,37,39,13,33,38,27,43,17,58
East of England,2020-05-14,estimate,33,35,12,25,30,21,36,16,53
East of England,2020-05-15,estimate,33,34,12,25,30,24,38,14,51
East of England,2020-05-16,estimate,29,30,11,20,25,20,33,13,46
East of England,2020-05-17,estimate,30,31,11,21,26,18,32,12,46
East of England,2020-05-18,estimate,28,30,10,24,28,18,31,14,46
East of England,2020-05-19,estimate,29,30,11,24,28,20,33,13,46
East of England,2020-05-20,estimate,29,30,10,24,28,21,33,13,45
East of England,2020-05-21,estimate,26,27,9,18,22,16,28,11,40
East of England,2020-05-22,estimate,25,26,9,19,23,18,29,10,40
East of England,2020-05-23,estimate,22,23,8,18,21,16,26,9,35
East of England,2020-05-24,estimate,23,24,9,20,23,13,24,9,36
East of England,2020-05-25,estimate,21,22,8,17,20,13,23,9,34
East of England,2020-05-26,estimate,21,23,8,16,19,14,24,10,36
East of England,2020-05-27,estimate,22,22,8,18,21,14,24,8,34
East of England,2020-05-28,estimate,19,19,7,13,16,11,20,8,30
East of England,2020-05-29,estimate,18,19,7,12,15,10,19,7,29
East of England,2020-05-30,estimate,16,17,6,13,15,9,17,6,26
East of England,2020-05-31,estimate,16,17,6,14,16,10,18,6,26
East of England,2020-06-01,estimate,15,16,6,15,17,8,16,5,24
East of England,2020-06-02,estimate,15,16,6,9,12,11,18,6,25
East of England,2020-06-03,estimate,15,15,6,12,14,10,17,5,24
East of England,2020-06-04,estimate,13,14,6,9,11,6,13,5,22
East of England,2020-06-05,estimate,13,13,5,9,11,6,13,5,21
East of England,2020-06-06,estimate,11,12,5,6,8,6,12,3,18
East of England,2020-06-07,estimate,11,12,5,7,9,6,12,3,18
East of England,2020-06-08,estimate,10,11,5,6,8,5,11,4,18
East of England,2020-06-09,estimate,11,11,5,6,8,5,11,3,18
East of England,2020-06-10,estimate,10,11,5,6,8,5,11,3,18
East of England,2020-06-11,estimate,9,10,4,4,6,5,10,3,16
East of England,2020-06-12,estimate,9,9,4,4,6,4,9,2,15
East of England,2020-06-13,estimate,8,8,4,5,6,5,9,3,14
East of England,2020-06-14,estimate,8,8,4,6,7,5,9,1,13
East of England,2020-06-15,estimate,8,8,4,5,6,4,8,2,13
East of England,2020-06-16,estimate,8,8,4,5,6,3,8,1,13
East of England,2020-06-17,estimate,8,8,4,6,7,5,9,1,13
East of England,2020-06-18,estimate,7,7,3,4,5,3,7,2,12
East of England,2020-06-19,estimate,7,7,3,4,5,3,7,2,12
East of England,2020-06-20,estimate,6,6,3,3,4,4,7,2,11
East of England,2020-06-21,estimate,6,7,3,3,4,2,6,1,11
East of England,2020-06-22,estimate,6,6,3,3,4,2,6,0,10
East of England,2020-06-23,estimate,6,7,3,3,4,2,6,1,11
East of England,2020-06-24,estimate,6,6,3,3,4,2,6,1,11
East of England,2020-06-25,estimate,5,6,3,3,4,3,6,1,10
East of England,2020-06-26,estimate,5,6,3,3,4,3,6,1,10
East of England,2020-06-27,estimate,5,5,3,2,3,2,5,1,9
East of England,2020-06-28,estimate,5,5,3,2,3,2,5,1,9
East of England,2020-06-29,estimate,5,5,3,2,3,2,5,1,9
East of England,2020-06-30,estimate,5,5,3,2,3,2,5,1,9
East of England,2020-07-01,estimate,5,5,3,2,3,2,5,1,9
East of England,2020-07-02,estimate,4,5,3,2,3,1,4,0,8
East of England,2020-07-03,estimate,4,5,3,1,2,1,4,1,8
East of England,2020-07-04,estimate,4,4,2,1,2,1,4,0,7
East of England,2020-07-05,estimate,4,4,2,1,2,1,4,0,7
East of England,2020-07-06,estimate,4,4,2,1,2,2,4,0,7
East of England,2020-07-07,estimate,4,4,2,1,2,2,4,0,7
East of England,2020-07-08,estimate,4,4,2,1,2,2,4,0,7
East of England,2020-07-09,estimate,3,3,2,1,2,1,3,0,6
East of England,2020-07-10,estimate,3,3,2,1,2,1,3,0,6
East of England,2020-07-11,estimate,3,3,2,2,2,1,3,0,5
East of England,2020-07-12,estimate,3,3,2,2,2,1,3,0,6
East of England,2020-07-13,estimate,2,3,2,2,2,0,2,0,5
East of England,2020-07-14,estimate,3,3,2,2,2,1,3,0,5
East of England,2020-07-15,estimate,2,3,2,2,2,0,2,0,5
East of England,2020-07-16,estimate,2,2,2,1,1,0,2,0,5
East of England,2020-07-17,estimate,2,2,2,1,1,0,2,0,5
East of England,2020-07-18,estimate,2,2,2,1,1,1,2,0,4
East of England,2020-07-19,estimate,2,2,2,1,1,1,2,0,4
East of England,2020-07-20,estimate,2,2,2,1,1,1,2,0,4
East of England,2020-07-21,estimate,2,2,1,1,1,1,2,0,4
East of England,2020-07-22,estimate,2,2,1,1,1,1,2,0,4
East of England,2020-07-23,estimate,1,2,1,0,0,0,1,0,3
East of England,2020-07-24,estimate,1,1,1,0,0,0,1,0,3
East of England,2020-07-25,estimate,1,1,1,0,0,0,1,0,3
East of England,2020-07-26,estimate,1,1,1,0,0,0,1,0,3
East of England,2020-07-27,estimate,1,1,1,0,0,0,1,0,3
East of England,2020-07-28,estimate,1,1,1,0,0,0,1,0,3
East of England,2020-07-29,estimate,1,1,1,0,0,0,1,0,3
East of England,2020-07-30,estimate,1,1,1,0,0,0,1,0,2
East of England,2020-07-31,estimate,1,1,1,0,0,0,1,0,2
East of England,2020-08-01,estimate,1,1,1,0,0,0,1,0,2
East of England,2020-08-02,estimate,1,1,1,0,0,0,1,0,2
East of England,2020-08-03,estimate,1,1,1,0,0,0,1,0,2
East of England,2020-08-04,estimate,1,1,1,0,0,0,1,0,2
East of England,2020-08-05,estimate,1,1,1,0,0,0,1,0,2
East of England,2020-08-06,estimate,1,1,1,0,0,0,1,0,2
East of England,2020-08-07,estimate,0,1,1,0,0,0,0,0,2
East of England,2020-08-08,estimate,0,1,1,0,0,0,0,0,2
East of England,2020-08-09,estimate,0,1,1,0,0,0,0,0,2
East of England,2020-08-10,estimate,0,1,1,0,0,0,0,0,2
East of England,2020-08-11,estimate,0,1,1,0,0,0,0,0,2
East of England,2020-08-12,estimate,0,1,1,0,0,0,0,0,2
East of England,2020-08-13,estimate,0,1,1,0,0,0,0,0,2
East of England,2020-08-14,estimate,0,1,1,0,0,0,0,0,2
East of England,2020-08-15,estimate,0,1,1,0,0,0,0,0,2
East of England,2020-08-16,estimate,0,1,1,0,0,0,0,0,2
East of England,2020-08-17,estimate,0,1,1,0,0,0,0,0,1
East of England,2020-08-18,estimate,0,1,1,0,0,0,0,0,2
East of England,2020-08-19,estimate,0,1,1,0,0,0,0,0,1
East of England,2020-08-20,estimate,0,0,1,0,0,0,0,0,1
East of England,2020-08-21,estimate,0,0,1,0,0,0,0,0,1
East of England,2020-08-22,estimate,0,0,1,0,0,0,0,0,1
East of England,2020-08-23,estimate,0,0,1,0,0,0,0,0,1
East of England,2020-08-24,estimate,0,0,1,0,0,0,0,0,1
East of England,2020-08-25,estimate,0,0,1,0,0,0,0,0,1
East of England,2020-08-26,estimate,0,0,1,0,0,0,0,0,1
East of England,2020-08-27,estimate,0,0,1,0,0,0,0,0,1
East of England,2020-08-28,estimate,0,0,1,0,0,0,0,0,1
East of England,2020-08-29,estimate,0,0,1,0,0,0,0,0,1
East of England,2020-08-30,estimate,0,0,1,0,0,0,0,0,1
East of England,2020-08-31,estimate,0,0,1,0,0,0,0,0,1
East of England,2020-09-01,estimate,0,0,1,0,0,0,0,0,1
East of England,2020-09-02,estimate,0,0,1,0,0,0,0,0,1
East of England,2020-09-03,estimate,0,0,1,0,0,0,0,0,1
